limits,pthread,26,2,0.00,1.45,0.73
limits,pthread,26,3,0.00,1.56,0.54
limits,pthread,26,3,0.00,1.56,0.53
limits,pthread,26,3,0.00,1.56,0.53
limits,pthread,26,4,0.00,1.58,0.44
limits,pthread,26,4,0.00,1.58,0.42
limits,pthread,26,4,0.00,1.57,0.43
limits,pthread,26,5,0.00,1.56,0.50
limits,pthread,26,5,0.00,1.56,0.49
limits,pthread,26,5,0.00,1.55,0.49
limits,pthread,26,6,0.00,1.57,0.45
limits,pthread,26,6,0.00,1.57,0.44
limits,pthread,26,6,0.00,1.57,0.45
limits,pthread,26,7,0.00,1.58,0.47
limits,pthread,26,7,0.00,1.57,0.44
limits,pthread,26,7,0.00,1.57,0.45
limits,pthread,26,8,0.00,1.58,0.45
limits,pthread,26,8,0.00,1.58,0.44
limits,pthread,26,8,0.00,1.58,0.44
limits,tbb,26,1,0.00,1.40,1.41
limits,tbb,26,1,0.00,1.40,1.40
limits,tbb,26,1,0.00,1.40,1.40
limits,tbb,26,2,0.01,1.46,0.73
limits,tbb,26,2,0.00,1.46,0.73
limits,tbb,26,2,0.00,1.45,0.73
limits,tbb,26,3,0.00,1.57,0.53
limits,tbb,26,3,0.00,1.57,0.52
limits,tbb,26,3,0.00,1.57,0.52
limits,tbb,26,4,0.00,1.60,0.42
limits,tbb,26,4,0.00,1.59,0.41
limits,tbb,26,4,0.00,1.59,0.41
limits,tbb,26,5,0.00,1.59,0.41
limits,tbb,26,5,0.00,1.59,0.41
limits,tbb,26,5,0.00,1.61,0.42
limits,tbb,26,6,0.00,1.61,0.41
limits,tbb,26,6,0.00,1.59,0.41
limits,tbb,26,6,0.00,1.61,0.42
limits,tbb,26,7,0.01,1.61,0.42
limits,tbb,26,7,0.01,1.59,0.41
limits,tbb,26,7,0.00,1.60,0.41
limits,tbb,26,8,0.01,1.62,0.43
limits,tbb,26,8,0.01,1.61,0.42
limits,tbb,26,8,0.02,1.63,0.43
